1;NULL;3;NULL;1;0;1;2021.05.24 20:06;2021.05.24 20:38;Máthé Dóra;mathe.dora1@freeonline.hu;39531504
2;NULL;3;NULL;1;0;1;2021.05.24 8:36;2021.05.24 8:58;Kovács Viola;kovacs.viola30@t-online.hu;73256691
3;NULL;3;NULL;1;0;1;2021.05.21 9:38;2021.05.21 10:14;Ivády Dániel;ivady.daniel53@telenor.hu;54420104
4;NULL;3;NULL;1;0;1;2021.05.17 10:48;2021.05.17 11:05;Potápi Imre;potapi.imre22@gmail.com;59781682
5;NULL;3;NULL;1;0;1;2021.05.27 9:27;2021.05.27 9:31;Hevesi Márk;hevesi.mark86@gmail.com;80442414
6;NULL;3;NULL;1;0;1;2021.05.21 16:49;2021.05.21 17:02;Hevesi Dóra;hevesi.dora88@freeonline.hu;93321456
7;NULL;3;NULL;1;0;1;2021.05.26 10:36;2021.05.26 10:43;Hevesi Márk;hevesi.mark86@gmail.com;15796483
8;NULL;3;NULL;1;0;1;2021.05.19 11:29;2021.05.19 11:43;Derek Elemér;derek.elemer20@freeonline.hu;75510865
9;NULL;3;NULL;1;0;1;2021.05.27 11:17;2021.05.27 11:46;Horváth Éva;horvath.eva33@t-online.hu;20104824
10;NULL;3;NULL;1;0;1;2021.05.26 12:48;2021.05.26 13:26;Telegdy Rozália;telegdy.rozalia66@telenor.hu;20370156
11;NULL;3;NULL;1;0;1;2021.05.25 20:37;2021.05.25 20:54;Istók Elemér;istok.elemer49@gmail.com;86850020
12;NULL;3;NULL;1;0;1;2021.05.28 8:02;2021.05.28 8:11;Nagy Terka;nagy.terka45@gmail.com;64242392
13;NULL;3;NULL;1;0;1;2021.05.24 18:04;2021.05.24 18:37;Korpács Géza;korpacs.geza47@gmail.com;36289999
14;NULL;3;NULL;1;0;1;2021.05.21 18:23;2021.05.21 18:44;Szabó Csilla;szabo.csilla42@gmail.com;32967240
15;NULL;3;NULL;1;0;1;2021.05.18 11:12;2021.05.18 11:21;Ivády Júlia;ivady.julia79@telenor.hu;43936801
16;NULL;3;NULL;1;0;1;2021.05.28 15:28;2021.05.28 15:43;Balogh Anita;balogh.anita13@t-online.hu;12666268
17;NULL;3;NULL;1;0;1;2021.05.27 23:29;2021.05.28 0:07;Kiss Viola;kiss.viola76@freeonline.hu;39447057
18;NULL;3;NULL;1;0;1;2021.05.19 14:52;2021.05.19 15:17;Németh Olivér;nemeth.oliver52@telenor.hu;53403049
19;NULL;3;NULL;1;0;1;2021.05.21 9:24;2021.05.21 9:29;Telek Norbert;telek.norbert29@freeonline.hu;96347852
20;NULL;3;NULL;1;0;1;2021.05.26 21:18;2021.05.26 21:31;Korpács Géza;korpacs.geza47@gmail.com;27103686
21;NULL;3;NULL;1;0;1;2021.05.22 21:17;2021.05.22 21:38;Kiss Júlia;kiss.julia32@telenor.hu;40243658
22;NULL;3;NULL;1;0;1;2021.05.24 21:58;2021.05.24 22:02;Veress Tamás;veress.tamas60@freeonline.hu;43147037
23;NULL;3;NULL;1;0;1;2021.05.26 7:53;2021.05.26 8:11;Telek Jakab;telek.jakab81@telenor.hu;19590319
24;NULL;3;NULL;1;0;1;2021.05.24 16:33;2021.05.24 17:00;Hevesi Elemér;hevesi.elemer45@t-online.hu;86047481
25;NULL;3;NULL;1;0;1;2021.05.25 23:11;2021.05.25 23:37;Németh Csilla;nemeth.csilla2@telenor.hu;44174629
26;NULL;3;NULL;1;0;1;2021.05.22 16:08;2021.05.22 16:30;Varga Anita;varga.anita55@gmail.com;67026097
27;NULL;3;NULL;1;0;1;2021.05.24 20:13;2021.05.24 20:35;Egri Csenge;egri.csenge48@telenor.hu;90406333
28;NULL;3;NULL;1;0;1;2021.05.18 0:33;2021.05.18 0:41;Telek Dániel;telek.daniel55@telenor.hu;72882981
29;NULL;3;NULL;1;0;1;2021.05.28 14:53;2021.05.28 15:13;Telegdy Anita;telegdy.anita57@telenor.hu;65052038
30;NULL;3;NULL;1;0;1;2021.05.22 9:16;2021.05.22 9:53;Máthé Dániel;mathe.daniel80@freeonline.hu;55314315
31;NULL;3;NULL;1;0;1;2021.05.23 11:31;2021.05.23 11:37;Seress Margit;seress.margit44@freeonline.hu;83274277
32;NULL;3;NULL;1;0;1;2021.05.23 9:25;2021.05.23 9:30;Németh Gyuláné;nemeth.gyulane51@t-online.hu;93594509
33;NULL;3;NULL;1;0;1;2021.05.23 12:33;2021.05.23 12:58;Balogh Rozália;balogh.rozalia86@t-online.hu;90894237
34;NULL;3;NULL;1;0;1;2021.05.24 10:14;2021.05.24 10:20;Kovács Elemér;kovacs.elemer48@freeonline.hu;54860222
35;NULL;3;NULL;1;0;1;2021.05.17 22:01;2021.05.17 22:38;Kovács Anita;kovacs.anita77@telenor.hu;57391465
36;NULL;3;NULL;1;0;1;2021.05.28 18:17;2021.05.28 18:46;Ivády Jakab;ivady.jakab79@telenor.hu;75544313
37;NULL;3;NULL;1;0;1;2021.05.16 21:11;2021.05.16 21:32;Hevesi Rozália;hevesi.rozalia70@telenor.hu;82753448
38;NULL;3;NULL;1;0;1;2021.05.16 14:06;2021.05.16 14:34;Istók Gergely;istok.gergely84@telenor.hu;73546601
